"","wijk_code","n","wijk_name"
"1783","WK170506","2070","Haalderen"
"1784","WK170507","130","Ressen"
"1785","WK055301","6860","Lisse Noord"
"1786","WK055302","7080","Centrum"
"1787","WK055303","7650","Lisse Zuid"
"1788","WK055304","1860","Buitengebied"
"1789","WK026200","12500","Wijk 00 Lochem kern"
"1790","WK026201","1335","Wijk 01 Lochem buitengebied"
"1791","WK026202","4335","Wijk 02 Laren"
"1792","WK026203","1755","Wijk 03 Barchem"
"1793","WK026204","11055","Wijk 04 Gorssel"
"1794","WK026205","3310","Wijk 01 Almen-Harfsen"
"1795","WK080910","10500","Wijk 10 Kaatsheuvel-West"
"1796","WK080920","6475","Wijk 20 Kaatsheuvel-Oost"
"1797","WK080930","6190","Wijk 30 Loon op Zand"
"1798","WK080940","685","Wijk 40 De Moer"
"1799","WK033100","14720","Wijk 00 Lopik, Benschop en Polsbroek"
"1800","WK016800","13770","Wijk 00 Losser"
"1801","WK016801","510","Wijk 01 Glane"
"1802","WK016802","4130","Wijk 02 Overdinkel"
"1803","WK016803","3945","Wijk 03 De Lutte"
"1804","WK016804","1020","Wijk 04 Beuningen"
"1805","WK026300","11075","Wijk 00 Kerkdriel"
"1806","WK026301","4845","Wijk 01 Ammerzoden"
"1807","WK026302","5270","Wijk 02 Hedel"
"1808","WK026303","1350","Wijk 03 Heerewaarden"
"1809","WK026304","3655","Wijk 04 Rossum"
"1810","WK164100","7025","Wijk 00 Maasbracht"
"1811","WK164101","3855","Wijk 01 Linne"
"1812","WK164102","1745","Wijk 02 Stevensweert"
"1813","WK164103","840","Wijk 03 Ohé en Laak"
"1814","WK164104","2480","Wijk 04 Thorn"
"1815","WK164105","4570","Wijk 05 Heel"
"1816","WK164106","1885","Wijk 06 Beegden"
"1817","WK164107","2000","Wijk 07 Wessem"
"1818","WK199101","37505","Uden"
"1819","WK199102","3585","Volkel"
"1820","WK199103","2070","Odiliapeel"
"1821","WK199104","7400","Schaijk"
"1822","WK199105","1790","Reek"
"1823","WK199106","6870","Zeeland"
"1824","WK055601","2915","Wijk 01 Taanschuurpolder"
"1825","WK055602","5680","Wijk 02 Dijkpolder"
"1826","WK055603","6140","Sluispolder"
"1827","WK055604","7590","Wijk 04 Kapelpolder"
"1828","WK055605","6695","Wijk 05 Burgemeesterswijk"
"1829","WK055606","4875","Wijk 06 Steendijkpolder"
"1830","WK055607","135","Wijk 07 Aalkeetpolder"
"1831","WK055608","1810","Wijk 08 Wilgenrijk"
"1832","WK093500","21450","Wijk 00 Centrum"
"1833","WK093501","9250","Wijk 01 Buitenwijk Zuidwest"
"1834","WK093502","36335","Wijk 02 Buitenwijk West"
"1835","WK093503","2170","Wijk 03 Buitenwijk Noordwest"
"1836","WK093504","31865","Wijk 04 Buitenwijk Oost"
"1837","WK093505","2680","Wijk 05 Buitenwijk Noordoost"
"1838","WK093506","21530","Wijk 06 Buitenwijk Zuidoost"
"1839","WK042001","8655","Medemblik"
"1840","WK042002","1990","Opperdoes"
"1841","WK042003","1070","Twisk"
"1842","WK042004","170","Lambertschaag"
"1843","WK042005","2045","Abbekerk"
"1844","WK042006","930","Sijbekarspel"
"1845","WK042007","755","Benningbroek"
"1846","WK042008","6345","Wognum"
"1847","WK042009","605","Zwaagdijk-West"
"1848","WK042010","2600","Nibbixwoud"
"1849","WK042011","2545","Midwoud"
"1850","WK042012","860","Oostwoud"
"1851","WK042013","730","Hauwert"
"1852","WK042014","1305","Zwaagdijk-Oost"
"1853","WK042015","8170","Wervershoof"
"1854","WK042016","7225","Andijk"
"1855","WK093800","7520","Wijk 00 Meerssen"
"1856","WK093801","2800","Wijk 01 Ulestraten"
"1857","WK093802","8260","Wijk 02 Bunde - Geulle"
"1858","WK194801","7310","Erp"
"1859","WK194802","24040","Schijndel"
"1860","WK194803","18505","Sint-Oedenrode"
"1861","WK194804","34455","Veghel"
"1862","WK011900","6175","Centrum"
"1863","WK011901","455","Watertoren"
"1864","WK011902","3865","Haveltermade"
"1865","WK011903","6475","Koedijkslanden"
"1866","WK011904","3960","Berggierslanden"
"1867","WK011905","710","Ezinge"
"1868","WK011906","7360","Oosterboer"
"1869","WK011907","1840","Nieuwveenselanden"
"1870","WK011908","235","Blankenstein"
"1871","WK011909","55","Industrieterrein Noord"
"1872","WK011910","205","Industrie Oevers"
"1873","WK011911","140","Verspreid gebied Meppel"
"1874","WK011912","4035","Nijeveen"
"1875","WK011913","300","Rogat"
"1876","WK068700","6995","Binnenstad"
"1877","WK068710","3050","Griffioen"
"1878","WK068711","3350","Klarenbeek"
"1879","WK068712","1850","Nieuw Middelburg"
"1880","WK068713","595","Brigdamme"
"1881","WK068714","945","Sint Laurens"
"1882","WK068715","60","Ramsburg"
"1883","WK068716","1920","Veersepoort"
"1884","WK068717","25","Verspreide huizen in het noorden"
"1885","WK068718","55","Verspreide huizen in het noordwesten"
"1886","WK068719","60","Verspreide huizen in het noordoosten"
"1887","WK068720","7405","Stromenwijk/'t Zand"
"1888","WK068729","310","Verspreide huizen in het zuidwesten"
"1889","WK068730","6990","Middelburg Zuid"
"1890","WK068731","6435","Dauwendaele"
"1891","WK068732","105","Arnestein"
"1892","WK068739","3150","Mortiere"
"1893","WK068740","1175","Nieuw- en Sint Joosland"
"1894","WK068749","210","Verspr.h. Nieuw- en Sint Joosland"
"1895","WK068750","5040","Arnemuiden"
"1896","WK068751","55","Kleverskerke"
"1897","WK068752","55","Oranjeplaat"
"1898","WK068753","0","Veerse Meer"
"1899","WK068759","170","Verspreide huizen Arnemuiden"
"1900","WK184200","12755","Wijk 00 Schipluiden"
"1901","WK184201","6620","Wijk 01 Maasland"
"1902","WK173100","11665","Wijk 00 Beilen"
"1903","WK173101","1065","Wijk 01 Hijken"
"1904","WK173102","1535","Wijk 02 Hooghalen"
"1905","WK173103","1095","Wijk 03 Wijster"
"1906","WK173104","375","Wijk 04 Spier"
"1907","WK173105","485","Wijk 05 Drijber"
"1908","WK173106","4575","Wijk 06 Smilde"
"1909","WK173107","3375","Wijk 07 Bovensmilde"
"1910","WK173108","1715","Wijk 08 Hoogersmilde"
"1911","WK173109","4815","Wijk 09 Westerbork"
"1912","WK173110","450","Wijk 10 Elp"
"1913","WK173111","600","Wijk 11 Witteveen"
"1914","WK173112","960","Wijk 12 Nieuw-Balinge"
"1915","WK173113","125","Wijk 13 Nieuweroord"
"1916","WK173114","470","Wijk 14 Zwiggelte"
"1917","WK173115","230","Wijk 15 Orvelte"
"1918","WK173116","555","Wijk 16 De Broekstreek"
"1919","WK195201","6935","Foxham en Hoogezand-Noord"
"1920","WK195202","11390","Hoogezand-Zuid"
"1921","WK195203","3730","Kalkwijk"
"1922","WK195204","8330","Sappemeer"
"1923","WK195205","845","Kiel-Windeweer"
"1924","WK195206","1595","Kropswolde"
"1925","WK195207","985","Foxhol"
"1926","WK195208","890","Westerbroek en Waterhuizen"
"1927","WK195209","3665","Harkstede, Scharmer en Woudbloem"
"1928","WK195210","1360","Kolham"
"1929","WK195211","825","Froombosch"
"1930","WK195212","2285","Slochteren"
"1931","WK195213","1630","Schildwolde"
"1932","WK195214","550","Hellum"
"1933","WK195215","3200","Siddeburen"
"1934","WK195216","740","Eemskanaal-Zuid"
"1935","WK195217","470","Tjuchem en Steendam"
"1936","WK195218","4900","Muntendam"
"1937","WK195219","1850","Noordbroek"
"1938","WK195220","3560","Zuidbroek"
"1939","WK195221","1710","Meeden"
"1940","WK170900","15245","Wijk 00 Zevenbergen"
"1941","WK170901","1625","Wijk 01 Zevenbergschen Hoek"
"1942","WK170902","880","Wijk 02 Langeweg"
"1943","WK170903","5970","Wijk 03 Klundert"
"1944","WK170904","1085","Wijk 04 Moerdijk"
"1945","WK170905","1070","Wijk 05 Noordhoek"
"1946","WK170906","2235","Wijk 06 Standdaarbuiten"
"1947","WK170907","5760","Wijk 07 Fijnaart"
"1948","WK170908","890","Wijk 08 Heijningen"
"1949","WK170909","2475","Wijk 09 Willemstad"
"1950","WK170910","865","Wijk 10 Helwijk"
"1951","WK197801","3425","Wijk01-Arkel"
"1952","WK197802","2945","Wijk02-Bleskensgraaf ca"
"1953","WK197803","1375","Wijk03-Brandwijk"
"1954","WK197804","4930","Wijk04-Giessenburg"
"1955","WK197805","955","Wijk05-Goudriaan"
"1956","WK197806","4455","Wijk06-Groot-Ammers"
"1957","WK197807","1440","Wijk07-Hoogblokland"
"1958","WK197808","1960","Wijk08-Hoornaar"
"1959","WK197809","790","Wijk09-Kinderdijk"
"1960","WK197810","1815","Wijk10-Langerak"
"1961","WK197811","1275","Wijk11-Molenaarsgraaf"
"1962","WK197812","8635","Wijk12-Nieuw-Lekkerland"
"1963","WK197813","1415","Wijk13-Nieuwpoort"
"1964","WK197814","1810","Wijk14-Noordeloos"
"1965","WK197815","995","Wijk15-Ottoland"
"1966","WK197816","2325","Wijk16-Oud-Alblas"
"1967","WK197817","1355","Wijk17-Schelluinen"
"1968","WK197818","2495","Wijk18-Streefkerk"
"1969","WK197819","150","Wijk19-Waal"
"1970","WK197820","730","Wijk20-Wijngaarden"
"1971","WK195500","15115","Wijk 00 's-Heerenberg"
"1972","WK195501","4315","Wijk 01 Brakel"
"1973","WK195502","17445","Wijk 02 Didam"
"1974","WK033500","8065","Wijk 00"
"1975","WK033501","5075","Wijk 01 Linschoten"
"1976","WK033502","730","Wijk 02 Willeskop"
"1977","WK094400","6930","Wijk 00 Mook"
"1978","WK094401","1220","Wijk 01 Middelaar"
"1979","WK174000","13645","Wijk 00 Kesteren"
"1980","WK174001","7415","Wijk 01 Echteld"
"1981","WK174002","4645","Wijk 02 Dodewaard"
"1982","WK094601","8595","Wijk 01 Nederweert"
"1983","WK094602","2000","Wijk 02 Budschop"
"1984","WK094603","4195","Wijk 03 Ospel"
"1985","WK094604","1555","Wijk 04 Nederweert-Eind"
"1986","WK094605","1145","Wijk 05 Leveroy"
"1987","WK035601","6565","Jutphaas Wijkersloot"
"1988","WK035602","5335","Zuilenstein"
"1989","WK035603","6585","Batau Zuid"
"1990","WK035604","7425","Batau Noord"
"1991","WK035605","6040","Doorslag"
"1992","WK035606","695","Huis de Geer"
"1993","WK035607","1765","Blokhoeve"
"1994","WK035608","8130","Galecop"
"1995","WK035610","6615","Fokkesteeg"
"1996","WK035611","3005","Hoogzandveld"
"1997","WK035612","1685","Lekboulevard"
"1998","WK035613","3400","Vreeswijk"
"1999","WK035614","1630","Merwestein"
"2000","WK035615","15","Park Oudegein"
"2001","WK035616","2340","Zandveld"
"2002","WK035618","30","Het Klooster"
"2003","WK035620","205","Laagraven"
"2004","WK035621","455","Plettenburg"
"2005","WK035622","240","De Wiers"
"2006","WK035623","30","Hoge Landen"
"2007","WK035624","1850","Stadscentrum"
"2008","WK035625","1925","Rijnhuizen"
"2009","WK056901","9285","Kern Nieuwkoop"
"2010","WK056902","100","Kern De Meije"
"2011","WK056903","1730","Kern Noorden"
"2012","WK056904","290","Kern Noordse Dorp"
"2013","WK056905","810","Kern Woerdense Verlaat"
"2014","WK056906","2375","Kern Zevenhoven"
"2015","WK056907","685","Kern Noordeinde"
"2016","WK056908","130","Kern Vrouwenakker"
"2017","WK056909","4380","Kern Nieuwveen"
"2018","WK056910","4960","Kern Ter Aar"
"2019","WK056911","735","Kern Korteraar"
"2020","WK056912","2820","Kern Langeraar"
"2021","WK056913","1210","Kern Papenveer"
"2022","WK026701","28670","Nijkerk-stad"
"2023","WK026702","2225","Appel, Driedorp, Kruishaar, Prinsenkamp "
"2024","WK026703","4215","Nijkerkerveen en Holkerveen"
"2025","WK026704","445","Arkemheen, Achterhoek, De Veenhuis"
"2026","WK026705","9800","Hoevelaken"
"2027","WK026801","12705","Nijmegen-Centrum"
"2028","WK026802","35410","Nijmegen-Oost"
"2029","WK026803","16100","Nijmegen-Oud-West"
"2030","WK026804","17515","Nijmegen-Nieuw-West"
"2031","WK026805","19550","Nijmegen-Midden"
"2032","WK026806","23875","Nijmegen-Zuid"
"2033","WK026807","22390","Dukenburg"
"2034","WK026808","14670","Lindenholt"
"2035","WK026809","24825","Nijmegen-Noord"
"2036","WK193001","6280","Centrum"
"2037","WK193002","3175","Schiekamp"
"2038","WK193003","3870","Hoogwerf"
"2039","WK193004","990","Vierambachten"
"2040","WK193005","2930","De Hoek"
"2041","WK193006","1505","Gildenwijk"
"2042","WK193007","3475","Groenewoud"
"2043","WK193008","4275","Sterrenkwartier"
"2044","WK193009","4200","Schenkel"
"2045","WK193010","4140","De Elementen"
"2046","WK193011","5500","Vogelenzang"
"2047","WK193012","10470","De Akkers"
"2048","WK193013","2720","Vriesland"
"2049","WK193014","8430","Waterland"
"2050","WK193015","11250","Maaswijk"
"2051","WK193016","5","Halfweg"
"2052","WK193017","190","Buitengebied"
"2053","WK193025","2420","Heenvliet"
"2054","WK193027","1695","Geervliet"
"2055","WK193029","1265","Abbenbroek"
"2056","WK193031","6305","Zuidland"
"2057","WK193033","625","Simonshaven"
"2058","WK193050","1935","Hekelingen"
"2059","WK197000","13040","Dokkum"
"2060","WK197001","1620","Metslawier"
"2061","WK197002","1400","Ee - Zuidoost"
"2062","WK197003","1790","Anjum - Noordoost"
"2063","WK197004","1130","Oosternijkerk - Noordwest"
"2064","WK197005","2205","Ternaard"
"2065","WK197006","2275","Holwerd"
"2066","WK197007","745","Hantum"
"2067","WK197008","4130","Wijk 08 Bouwstreek"
"2068","WK197009","2670","Wijk 09 Zuidwest"
"2069","WK197010","1800","Wijk 10"
"2070","WK197011","5790","Wijk 11 Kollum"
"2071","WK197012","1830","Wijk 12 Oost"
"2072","WK197013","1775","Wijk 13 Noordwest"
"2073","WK197014","3670","Wijk 14 Zuidwest"
"2074","WK169500","2100","Wijk 00 Kortgene"
"2075","WK169501","1575","Wijk 01 Colijnsplaat"
"2076","WK169502","470","Wijk 02 Kats"
"2077","WK169503","2195","Wijk 03 Kamperland"
"2078","WK169504","1245","Wijk 04 Wissenkerke"
"2079","WK169505","360","Wijk 05 Geersdijk"
"2080","WK169900","17620","Wijk 00 Roden"
"2081","WK169901","1445","Wijk 01 Roden"
"2082","WK169903","6365","Wijk 03 Norg"
"2083","WK169904","800","Wijk 04 Norg"
"2084","WK169906","5455","Wijk 06 Peize"
"2085","WK017101","27355","Wijk 01 Emmeloord"
"2086","WK017102","1660","Wijk 02 Bant"
"2087","WK017103","2460","Wijk 03 Luttelgeest"
"2088","WK017104","3950","Wijk 04 Marknesse"
"2089","WK017105","1585","Wijk 05 Kraggenburg"
"2090","WK017106","3335","Wijk 06 Ens"
"2091","WK017107","1960","Wijk 07 Nagele"
"2092","WK017108","2515","Wijk 08 Tollebeek"
"2093","WK017109","1720","Wijk 09 Espel"
"2094","WK017110","1780","Wijk 10 Creil"
"2095","WK017111","1710","Wijk 11 Rutten"
"2096","WK017112","0","Wijk 12 Schokland"
"2097","WK057500","7705","Noordwijk Zee"
"2098","WK057501","17955","Noordwijk Binnen"
"2099","WK057502","1935","Noordwijk Buitengebied"
"2100","WK057503","13570","Noordwijkerhout"
"2101","WK057504","2175","Noordwijkerhout Buitengebied"
"2102","WK057505","2395","De Zilk"
"2103","WK082000","21130","Wijk 00 Nuenen"
"2104","WK082001","2215","Wijk 01 Gerwen"
"2105","WK082002","885","Wijk 02 Nederwetten"
"2106","WK030200","23340","Wijk 00 Nunspeet"
"2107","WK030201","5735","Wijk 01 Elspeet-Vierhouten"
"2108","WK057901","4980","Oud Oegstgeest"
"2109","WK057902","7715","Oudenhof"
"2110","WK057903","3130","De Kwaak"
"2111","WK057904","5920","Oegstgeest Noord"
"2112","WK057905","4205","Oegstgeest West"
"2113","WK082300","11190","Wijk 00 Oirschot"
"2114","WK082301","2430","Wijk 01 Spoordonk"
"2115","WK082302","3775","Wijk 02 Middelbeers en Westelbeers"
"2116","WK082303","1885","Wijk 03 Oostelbeers"
"2117","WK082401","395","Buitengebied Moergestel Noord-West"
"2118","WK082402","5335","Pannenschuur"
"2119","WK082403","355","Heukelom"
"2120","WK082404","1145","buitengebied Oisterwijk Zuid"
"2121","WK082405","455","Klompven/Eikenven"
"2122","WK082406","170","George Perklaan e.o."
"2123","WK082407","5050","Dorp Moergestel"
"2124","WK082408","2840","t Westend"
"2125","WK082409","2425","Bunders"
"2126","WK082410","1640","Levenskerk"
"2127","WK082411","3045","Waterhoef"
"2128","WK082412","160","Industrieterrein Kerkhoven Laarakkers"
"2129","WK082413","2270","Centrum Oisterwijk"
"2130","WK082414","670","Buitengebied Moergestel Zuid-Oost"
"2131","WK082415","200","Buitengebied Oisterwijk Noord"
"2132","WK082416","4760","Dorp Haaren"
"2133","WK082417","1255","Buitengebied Haaren"
"2134","WK082418","780","KVL terrein"
"2135","WK082419","10","Sportterreinen Den Donk"
"2136","WK189500","18750","Wijk 00 Winschoten"
"2137","WK189501","2525","Wijk 01 Finsterwolde"
"2138","WK189502","450","Wijk 02 Drieborg"
"2139","WK189503","2190","Wijk 03 Beerta"
"2140","WK189504","115","Wijk 04 Nieuw-Beerta"
"2141","WK189505","1280","Wijk 05 Nieuweschans"
"2142","WK189506","6455","Wijk 06 Scheemda-Heiligerlee"
"2143","WK189507","1505","Wijk 01 Westerlee"
"2144","WK189508","560","Wijk 02 Noord"
"2145","WK189509","4260","Wijk 03 Midwolda"
"2146","WK189510","1330","Wijk 04 Nieuwolda"
"2147","WK026900","7840","Wijk 00 Oldebroek"
"2148","WK026901","13805","Wijk 01 Wezep"
"2149","WK026902","2635","Wijk 02 Oosterwolde"
"2150","WK017301","2560","Wijk 01 Binnenstad"
"2151","WK017302","2510","Wijk 02 Het Inslag-De Kleies"
"2152","WK017303","3615","Wijk 03 Glinde-Hooiland"
"2153","WK017304","1095","Wijk 04 De Meijbree"
"2154","WK017305","1775","Wijk 05 Haerbroek-Scholtenhoek"
"2155","WK017306","3940","Wijk 06 Zuid-Berghuizen"
"2156","WK017307","60","Wijk 07 Hanzepoort"
"2157","WK017308","195","Wijk 08 Eekte-Hazewinkel"
"2158","WK017309","95","Wijk 09 Jufferbeek"
"2159","WK017310","265","Wijk 10 Het Hulsbeek"
"2160","WK017311","5835","Wijk 11 De Thij"
"2161","WK017312","5255","Wijk 12 De Graven Es"
"2162","WK017313","4445","Wijk 13 De Essen"
"2163","WK017314","155","Wijk 14 Bekspring"
"2164","WK177301","5715","Wijk 01 Olst"
"2165","WK177302","6445","Wijk 02 Wijhe"
"2166","WK177303","1275","Wijk 03 Wesepe"
"2167","WK177304","1200","Wijk 04 Boskamp"
"2168","WK177305","795","Wijk 05 Boerhaar"
"2169","WK177306","635","Wijk 06 Welsum"
"2170","WK177307","780","Wijk 07 Den Nul"
"2171","WK177308","350","Wijk 08 Eikelhof"
"2172","WK177309","780","Wijk 09 Elshof"
"2173","WK177310","65","Wijk 10 Marle"
"2174","WK177311","335","Wijk 11 Middel"
"2175","WK177312","460","Wijk 12 Herxen"
"2176","WK017501","13300","Ommen"
"2177","WK017502","370","Arrien"
"2178","WK017503","170","Beerze"
"2179","WK017504","1055","Beerzerveld"
"2180","WK017505","335","Dalmsholte"
"2181","WK017506","235","Giethmen"
"2182","WK017507","1535","Lemele"
"2183","WK017508","555","Stegeren"
"2184","WK017509","380","Vilsteren"
"2185","WK017510","425","Vinkenbuurt"
"2186","WK017511","665","Witharen"
"2187","WK158601","13080","Wijk 01 Lichtenvoorde"
"2188","WK158602","1345","Wijk 02 Harreveld"
"2189","WK158603","1995","Wijk 03 Zieuwewnt"
"2190","WK158604","1385","Wijk 04 Lievelde"
"2191","WK158605","1165","Wijk 05 Vragender"
"2192","WK158606","10075","Wijk 06 Groenlo"
"2193","WK158607","930","Wijk 07 Marienvelde"
"2194","WK082600","5625","Wijk 00 Oosterhout-Centrum"
"2195","WK082601","8010","Wijk 01 Slotjes"
"2196","WK082602","2930","Wijk 02 West"
"2197","WK082603","3745","Wijk 03 Strijen"
"2198","WK082604","1530","Wijk 04 Leijsenakkers"
"2199","WK082605","8830","Wijk 05 Oosterheide"
"2200","WK082606","13155","Wijk 06 Dommelbergen"
"2201","WK082607","7655","Wijk 07 Vrachelen"
"2202","WK082608","150","Wijk 08 Industrieterrein Zuid"
"2203","WK082609","60","Wijk 09 Industrieterrein Noord"
"2204","WK082610","245","Wijk 10 Buitengebied Oosterhout"
"2205","WK082611","1270","Wijk 11 Den Hout"
"2206","WK082612","1240","Wijk 12 Oosteind"
"2207","WK082613","3475","Wijk 13 Dorst"
"2208","WK008501","4940","Appelscha"
"2209","WK008502","1920","Donkerbroek"
"2210","WK008503","685","Elsloo"
"2211","WK008504","360","Fochteloo"
"2212","WK008505","580","Haule"
"2213","WK008506","3185","Haulerwijk"
"2214","WK008507","330","Langedijke"
"2215","WK008508","1035","Makkinga"
"2216","WK008509","270","Nijeberkoop"
"2217","WK008510","1500","Oldeberkoop"
"2218","WK008511","9780","Oosterwolde"
"2219","WK008512","405","Ravenswoud"
"2220","WK008513","835","Waskemeer"
"2221","WK043100","9695","Wijk 00"
"2222","WK043201","2140","Opmeer"
"2223","WK043202","4815","Spanbroek"
"2224","WK043203","3940","Hoogwoud"
"2225","WK043204","465","Aartswoud"
"2226","WK043205","840","De Weere"
"2227","WK008601","1915","Bakkeveen"
"2228","WK008602","3720","Beetsterzwaag"
"2229","WK008604","990","Frieschepalen"
"2230","WK008605","7525","Gorredijk"
"2231","WK008606","745","Hemrik"
"2232","WK008607","265","Jonkerslân"
"2233","WK008608","1055","Langezwaag"
"2234","WK008609","1305","Lippenhuizen"
"2235","WK008610","435","Luxwoude"
"2236","WK008611","1640","Nij Beets"
"2237","WK008613","835","Siegerswoude"
"2238","WK008614","1010","Terwispel"
"2239","WK008615","1615","Tijnje"
"2240","WK008616","4900","Ureterp"
"2241","WK008617","2105","Wijnjewoude"
"2242","WK082800","6245","Centrum"
"2243","WK082801","10575","Schadewijk"
"2244","WK082802","330","Industrieterreinen-Zuid"
"2245","WK082803","6545","Oss-Zuid"
"2246","WK082804","8620","Krinkelhoek"
"2247","WK082805","140","Industrieterreinen-Noord"
"2248","WK082806","13595","Ruwaard"
"2249","WK082807","13145","Ussen"
"2250","WK082808","325","Buitengebied-Noord"
"2251","WK082809","490","Buitengebied-Zuid"
"2252","WK082810","11055","Berghem"
"2253","WK082811","740","Haren"
"2254","WK082812","745","Macharen"
"2255","WK082813","1760","Megen"
"2256","WK082814","3495","Ravenstein"
"2257","WK082815","2930","Herpen"
"2258","WK082816","685","Overlangel"
"2259","WK082817","1210","Deursen en Dennenburg"
"2260","WK082818","3205","Lith"
"2261","WK082819","1040","Lithoijen"
"2262","WK082820","1275","Oijen"
"2263","WK082821","1395","Maren-Kessel"
"2264","WK082822","5095","Geffen"
"2265","WK150900","13405","Wijk 00 Ulft-Etten"
"2266","WK150901","6925","Wijk 01 Overig Gendringen"
"2267","WK150902","10060","Wijk 02 Silvolde-Terborg"
"2268","WK150903","9010","Wijk 03 Varsseveld"
"2269","WK043700","14450","Wijk 00"
"2270","WK058901","715","Hekendorp"
"2271","WK058902","8370","Oudewater"
"2272","WK058903","380","Papekop"
"2273","WK058904","750","Snelrewaard"
"2274","WK173401","975","Buitengebied Elst"
"2275","WK173402","7105","Elst-Zuid"
"2276","WK173403","5520","Elst-Noord"
"2277","WK173404","125","De Aam"
"2278","WK173405","7145","Westeraam"
"2279","WK173406","1615","Elst-Oost"
"2280","WK173407","2685","Oosterhout"
"2281","WK173408","485","Slijk-Ewijk"
"2282","WK173409","3165","Herveld"
"2283","WK173410","1725","Andelst"
"2284","WK173411","5025","Kern Zetten"
"2285","WK173412","195","Buitengebied Zetten"
"2286","WK173413","175","Hemmen"
"2287","WK173414","1465","Randwijk"
"2288","WK173415","4730","Kern Heteren"
"2289","WK173416","320","Buitengebied Heteren"
"2290","WK173417","2025","Valburg"
"2291","WK173418","4380","Driel"
"2292","WK173419","65","Homoet"
"2293","WK059001","9460","Westpolder"
"2294","WK059002","3360","Molenvliet"
"2295","WK059003","5635","Kraaihoek"
"2296","WK059004","2395","Middenpolder"
"2297","WK059005","5730","Wilgendonk"
"2298","WK059006","1255","De Kooy-Oosteind"
"2299","WK059007","4300","Oostpolder"
"2300","WK059008","25","Vriesenpolder"
"2301","WK059009","15","De Noordoever"
"2302","WK189401","7825","Panningen"
"2303","WK189402","3370","Kessel"
"2304","WK189403","7545","Maasbree"
"2305","WK189404","6435","Baarlo"
"2306","WK189405","6440","Meijel"
"2307","WK189406","1245","Koningslust"
"2308","WK189407","800","Kessel-Eik"
"2309","WK189408","6460","Helden"
"2310","WK189409","1690","Grashoek"
"2311","WK189410","1530","Egchel"
"2312","WK189411","2190","Beringe"
"2313","WK076500","7810","Wijk 00"
"2314","WK076501","4705","Wijk 01"
"2315","WK192601","29995","Pijnacker"
"2316","WK192602","18965","Nootdorp"
"2317","WK192603","8975","Delfgauw"
"2318","WK043901","4940","Wijk 01 Centrum"
"2319","WK043902","14015","Wijk 02 Overwhere"
"2320","WK043903","8110","Wijk 03 Wheermolen"
"2321","WK043904","9860","Wijk 04 Gors"
"2322","WK043905","14670","Wijk 05 Purmer-Noord"
"2323","WK043906","12225","Wijk 06 Purmer-Zuid"
"2324","WK043907","19715","Wijk 07 Weidevenne"
"2325","WK043908","11630","Beemster"
"2326","WK027300","23130","Wijk 00 Putten"
"2327","WK027301","1850","Wijk 01 Bosgebied en Krachtighuizen"
"2328","WK017701","19995","Raalte"
"2329","WK017702","2260","Luttenberg"
"2330","WK017703","1490","Mariënheem"
"2331","WK017704","1285","Nieuw Heeten"
"2332","WK017705","3780","Heeten"
"2333","WK017706","1190","Broekland"
"2334","WK017707","7240","Heino"
"2335","WK017708","460","Lierderholthuis"
"2336","WK017709","660","Laag Zuthem"
"2337","WK070300","7140","Wijk 00 Yerseke"
"2338","WK070301","4900","Wijk 01 Kruiningen"
"2339","WK070302","4510","Wijk 02 Krabbendijke"
"2340","WK070303","1435","Wijk 03 Waarde"
"2341","WK070304","2990","Wijk 04 Rilland-Bath"
"2342","WK070305","1740","Wijk 05 Hansweert"
"2343","WK070306","620","Wijk 06 Oostdijk"
"2344","WK027401","5800","Renkum Zuid"
"2345","WK027402","3325","Renkum Noord"
"2346","WK027403","3400","Heelsum ten westen van de rijksweg"
"2347","WK027404","150","Heelsum ten oosten van de rijksweg"
"2348","WK027405","1040","Wolfheze ten zuiden van het spoor"
"2349","WK027406","840","Wolfheze ten noorden van het spoor"
"2350","WK027407","675","Buitengebied Doorwerth"
"2351","WK027408","4260","Bebouwde kom Doorwerth"
"2352","WK027409","700","Heveadorp"
"2353","WK027410","740","Oosterbeek West"
"2354","WK027411","5245","Oosterbeek Zuidoost"
"2355","WK027412","5250","Oosterbeek Noordoost"
"2356","WK033900","5755","Wijk 00"
"2357","WK166700","8850","Wijk 00 Reusel"
"2358","WK166701","1965","Wijk 01 Hooge Mierde"
"2359","WK166702","1900","Wijk 02 Lage Mierde"
"2360","WK166703","865","Wijk 03 Hulsel"
"2361","WK027500","16360","Wijk 00 Dieren"
"2362","WK027501","8930","Wijk 01 Rheden"
"2363","WK027502","18375","Wijk 02 Velp"
"2364","WK034000","1070","Wijk 00 Rhenen"
"2365","WK034001","3550","Wijk 01 Rhenen Oost"
"2366","WK034002","2745","Wijk 02 Rhenen West"
"2367","WK034003","3875","Wijk 03 Rhenen Noord"
"2368","WK034004","45","Wijk 04 Grebbeberg"
"2369","WK034005","1190","Wijk 05 Randzone"
"2370","WK034006","985","Wijk 06 Binnenveld"
"2371","WK034007","1650","Wijk 07 Achterberg"
"2372","WK034008","245","Wijk 08 Uiterwaarden Rhenen"
"2373","WK034009","85","Wijk 09 Remmerden"
"2374","WK034010","90","Wijk 10 Heuvelrug Rhenen"
"2375","WK034011","75","Wijk 11 Heuvelrug Elst"
"2376","WK034012","15","Wijk 12 Uiterwaarden Elst"
